datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,lat,log,Neighbourhood
2016-04-27,1461726000,92.8,75.3,82.4,97.0,75.3,84.7,69.4,66.4,0.0,0.0,0.0,,,,,20.8,39.4,1011.8,2.4,6.8,235.5,20.3,8.0,05:56:28,1461747388,17:21:08,1461788468,0.62,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-04-28,1461812400,80.6,73.4,77.0,83.3,73.4,77.3,67.4,72.4,0.0,0.0,0.0,,,,,17.2,205.3,1015.8,87.0,7.2,56.5,4.8,2.0,05:56:49,1461833809,17:20:31,1461874831,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-04-29,1461898800,75.2,71.6,73.3,75.2,71.6,73.3,65.5,76.6,0.01,100.0,4.17,['rain'],,,,16.1,226.5,1016.1,89.1,7.2,77.4,6.6,3.0,05:57:10,1461920230,17:19:53,1461961193,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-04-30,1461985200,80.6,69.8,75.4,83.9,69.8,75.8,68.5,79.3,0.0,0.0,0.0,,,,,12.8,183.0,1014.5,45.7,6.6,183.9,15.9,7.0,05:57:31,1462006651,17:19:17,1462047557,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-01,1462071600,77.0,69.8,73.6,77.0,69.8,73.6,62.1,68.0,0.0,0.0,0.0,,,,,17.2,206.6,1019.0,90.3,6.3,201.3,17.4,7.0,05:57:53,1462093073,17:18:42,1462133922,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-02,1462158000,80.6,66.2,73.3,81.5,66.2,73.4,57.9,59.5,0.0,0.0,0.0,,,,,17.2,200.8,1020.2,31.0,7.2,236.6,20.4,8.0,05:58:15,1462179495,17:18:07,1462220287,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-03,1462244400,78.8,64.0,71.8,78.8,64.0,71.8,65.4,80.8,0.0,0.0,0.0,,,,,17.2,190.4,1018.7,53.7,7.0,226.7,19.7,8.0,05:58:37,1462265917,17:17:33,1462306653,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-04,1462330800,86.3,68.0,76.6,89.5,68.0,77.6,67.6,75.3,0.0,0.0,0.0,,,,,15.0,31.2,1017.2,32.5,7.2,231.5,19.8,8.0,05:58:59,1462352339,17:17:00,1462393020,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-05,1462417200,80.7,71.0,75.7,83.3,71.0,76.3,67.2,75.7,0.0,0.0,0.0,,,,,17.2,188.6,1018.6,21.3,7.1,221.5,19.2,8.0,05:59:21,1462438761,17:16:28,1462479388,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-06,1462503600,82.4,67.7,75.5,85.4,67.7,76.3,67.3,76.7,0.0,0.0,0.0,,,,,13.9,177.5,1019.1,30.8,7.2,209.4,18.0,8.0,05:59:44,1462525184,17:15:57,1462565757,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-07,1462590000,89.0,69.8,78.3,92.7,69.8,79.8,69.7,76.5,0.0,0.0,0.0,,,,,17.2,37.4,1017.9,25.6,7.2,217.6,18.7,8.0,06:00:07,1462611607,17:15:27,1462652127,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-08,1462676400,87.8,73.4,79.3,94.2,73.4,80.9,70.0,74.0,0.0,0.0,0.0,,,,,16.1,30.0,1016.2,22.9,7.0,212.4,18.4,8.0,06:00:30,1462698030,17:14:58,1462738498,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-09,1462762800,89.6,71.0,78.9,94.9,71.0,80.5,69.2,73.7,0.0,0.0,0.0,,,,,13.9,36.1,1016.5,19.1,7.2,153.2,13.2,6.0,06:00:53,1462784453,17:14:30,1462824870,0.05,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-10,1462849200,91.4,71.2,80.3,96.3,71.2,82.0,69.4,71.0,0.0,0.0,0.0,,,,,23.0,16.0,1015.6,9.1,7.2,218.8,18.9,8.0,06:01:16,1462870876,17:14:03,1462911243,0.09,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-11,1462935600,84.2,73.4,79.2,90.2,73.4,80.8,69.7,73.2,0.0,0.0,0.0,,,,,16.1,172.9,1015.8,30.8,7.0,212.8,18.5,8.0,06:01:40,1462957300,17:13:37,1462997617,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-12,1463022000,82.4,71.6,76.9,87.2,71.6,78.5,70.3,80.5,0.47,100.0,4.17,['rain'],,,,18.3,171.7,1016.9,57.6,6.3,139.8,12.0,6.0,06:02:03,1463043723,17:13:11,1463083991,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-13,1463108400,82.4,71.7,75.9,85.4,71.7,76.2,66.9,74.0,0.0,0.0,0.0,,,,,17.2,187.3,1018.8,84.5,7.2,196.3,16.9,7.0,06:02:27,1463130147,17:12:47,1463170367,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-14,1463194800,78.8,71.6,75.2,78.8,71.6,75.2,62.1,64.4,0.0,0.0,0.0,,,,,18.3,194.7,1021.3,80.9,7.2,101.4,8.7,4.0,06:02:51,1463216571,17:12:24,1463256744,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-15,1463281200,78.8,68.0,73.1,78.8,68.0,73.1,64.2,74.1,0.0,0.0,0.0,,,,,10.3,112.9,1020.6,50.2,7.2,197.2,17.1,7.0,06:03:15,1463302995,17:12:02,1463343122,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-16,1463367600,91.4,69.5,79.0,93.5,69.5,80.0,67.0,69.0,0.0,0.0,0.0,,,,23.0,15.0,356.7,1015.9,20.6,7.2,215.0,18.7,8.0,06:03:39,1463389419,17:11:41,1463429501,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-17,1463454000,84.2,73.0,77.9,88.3,73.0,79.1,71.3,80.9,0.0,0.0,0.0,,,,,16.1,147.3,1013.2,26.5,7.2,189.2,16.2,7.0,06:04:04,1463475844,17:11:21,1463515881,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-18,1463540400,80.6,73.2,76.6,85.3,73.2,77.2,71.5,84.3,0.0,0.0,0.0,,,,,16.1,185.3,1015.6,61.4,6.6,130.7,11.2,5.0,06:04:28,1463562268,17:11:02,1463602262,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-19,1463626800,78.8,73.4,75.8,78.8,73.4,75.8,69.9,82.2,0.0,0.0,0.0,,,,,16.1,195.5,1019.7,71.2,6.7,83.6,7.1,3.0,06:04:52,1463648692,17:10:44,1463688644,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-20,1463713200,80.6,73.1,75.9,85.3,73.1,76.3,71.1,85.2,0.17,100.0,8.33,['rain'],,,,12.8,184.3,1021.4,84.0,6.4,172.5,15.0,6.0,06:05:17,1463735117,17:10:27,1463775027,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-21,1463799600,82.4,73.1,77.4,88.5,73.1,78.9,73.1,87.1,0.08,100.0,4.17,['rain'],,,,6.9,64.8,1019.5,63.4,6.7,186.1,16.2,7.0,06:05:41,1463821541,17:10:11,1463861411,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-22,1463886000,89.6,73.4,79.8,93.5,73.4,81.7,70.9,75.5,0.0,0.0,0.0,,,,,17.2,28.1,1017.5,14.4,7.2,206.8,17.9,7.0,06:06:05,1463907965,17:09:56,1463947796,0.5,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-23,1463972400,91.4,71.6,79.3,97.0,71.6,81.2,70.0,74.6,0.0,0.0,0.0,,,,31.1,20.8,167.0,1017.0,41.7,7.0,193.1,16.7,7.0,06:06:30,1463994390,17:09:42,1464034182,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-24,1464058800,80.6,71.3,74.1,81.5,71.3,74.1,60.8,63.7,0.0,0.0,0.0,,,,32.2,19.7,208.1,1022.8,71.9,7.2,188.6,16.2,7.0,06:06:54,1464080814,17:09:29,1464120569,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-25,1464145200,78.4,69.8,73.9,78.4,69.8,73.9,62.4,67.6,0.0,0.0,0.0,,,,,16.1,205.3,1023.9,56.8,7.0,193.5,16.6,7.0,06:07:18,1464167238,17:09:18,1464206958,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-26,1464231600,78.8,62.6,71.3,78.8,62.6,71.3,61.5,72.8,0.0,0.0,0.0,,,,,12.8,185.0,1020.5,26.6,7.1,205.2,17.9,7.0,06:07:42,1464253662,17:09:07,1464293347,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-27,1464318000,78.9,62.3,70.5,78.9,62.3,70.5,61.9,75.4,0.0,0.0,0.0,,,,,15.0,190.9,1019.5,10.6,7.1,182.1,15.7,7.0,06:08:06,1464340086,17:08:58,1464379738,0.65,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-28,1464404400,78.8,60.8,70.8,78.8,60.8,70.8,63.8,79.5,0.0,0.0,0.0,,,,,15.0,180.4,1020.8,29.0,7.2,125.1,10.8,5.0,06:08:30,1464426510,17:08:49,1464466129,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-29,1464490800,78.8,66.2,72.2,78.8,66.2,72.2,66.8,83.4,0.0,0.0,0.0,,,,,13.9,168.8,1018.6,48.1,7.2,149.4,12.9,6.0,06:08:54,1464512934,17:08:42,1464552522,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-30,1464577200,89.6,64.4,76.1,93.5,64.4,77.3,68.2,78.6,0.0,0.0,0.0,,,,,16.1,29.8,1014.6,6.4,7.2,200.3,17.2,7.0,06:09:18,1464599358,17:08:35,1464638915,0.81,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-05-31,1464663600,86.0,68.0,76.6,91.9,68.0,78.3,69.9,80.7,0.0,0.0,0.0,,,,,15.0,73.6,1014.0,12.1,5.9,192.5,16.6,7.0,06:09:41,1464685781,17:08:30,1464725310,0.86,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-06-01,1464750000,89.6,68.0,76.0,94.1,68.0,77.1,68.7,79.9,0.01,100.0,4.17,['rain'],,,23.0,12.8,14.3,1013.5,20.9,7.1,140.0,12.1,5.0,06:10:04,1464772204,17:08:26,1464811706,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-06-02,1464836400,86.0,71.6,77.7,90.6,71.6,79.0,70.8,80.3,0.0,0.0,0.0,,,,,10.3,24.4,1012.2,41.1,7.2,176.4,15.2,7.0,06:10:27,1464858627,17:08:22,1464898102,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-06-03,1464922800,80.7,73.4,76.5,83.4,73.4,76.9,69.6,79.7,0.0,0.0,0.0,,,,,12.8,150.0,1013.0,59.7,7.1,105.1,9.2,5.0,06:10:50,1464945050,17:08:20,1464984500,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-06-04,1465009200,84.2,73.1,77.5,92.4,73.1,79.3,72.8,86.1,0.0,0.0,0.0,,,,,16.1,157.2,1012.8,41.1,7.2,104.6,9.0,4.0,06:11:12,1465031472,17:08:19,1465070899,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-06-05,1465095600,87.8,71.6,79.2,95.9,71.6,81.9,72.2,80.4,0.0,0.0,0.0,,,,,17.2,24.5,1013.3,39.6,7.1,158.0,13.5,6.0,06:11:34,1465117894,17:08:18,1465157298,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-06-06,1465182000,93.2,74.9,79.9,102.8,74.9,82.3,73.2,81.6,0.0,0.0,0.0,,,,,19.6,48.9,1011.5,13.3,6.6,161.8,14.0,6.0,06:11:55,1465204315,17:08:19,1465243699,0.01,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-06-07,1465268400,80.6,73.4,76.4,86.2,73.4,77.1,71.2,84.3,0.0,0.0,0.0,,,,,18.3,180.4,1012.3,44.4,6.7,151.9,13.2,6.0,06:12:17,1465290737,17:08:21,1465330101,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-06-08,1465354800,77.4,69.8,73.4,77.4,69.8,73.4,66.4,79.0,0.0,0.0,0.0,,,,,16.1,200.6,1016.9,81.6,7.2,125.1,10.7,5.0,06:12:37,1465377157,17:08:23,1465416503,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.3199474,-40.3427114,PARQUE MOSCOSO
2016-04-27,1461726000,92.8,75.3,82.4,97.0,75.3,84.7,69.4,66.4,0.0,0.0,0.0,,,,,20.8,39.4,1011.8,2.4,6.8,235.5,20.3,8.0,05:56:21,1461747381,17:21:05,1461788465,0.62,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-04-28,1461812400,80.6,73.4,77.0,83.3,73.4,77.3,67.4,72.4,0.0,0.0,0.0,,,,,17.2,205.3,1015.8,87.0,7.2,56.5,4.8,2.0,05:56:42,1461833802,17:20:27,1461874827,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-04-29,1461898800,75.2,71.6,73.3,75.2,71.6,73.3,65.5,76.6,0.01,100.0,4.17,['rain'],,,,16.1,226.5,1016.1,89.0,7.2,77.4,6.6,3.0,05:57:03,1461920223,17:19:50,1461961190,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-04-30,1461985200,80.6,69.8,75.4,83.9,69.8,75.8,68.4,79.3,0.0,0.0,0.0,,,,,12.8,183.0,1014.5,45.7,6.6,183.9,15.9,7.0,05:57:24,1462006644,17:19:13,1462047553,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-01,1462071600,77.0,69.8,73.6,77.0,69.8,73.6,62.1,68.0,0.0,0.0,0.0,,,,,17.2,206.6,1019.0,90.3,6.3,201.3,17.4,7.0,05:57:46,1462093066,17:18:38,1462133918,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-02,1462158000,80.6,66.2,73.3,81.5,66.2,73.4,57.9,59.5,0.0,0.0,0.0,,,,,17.2,200.8,1020.2,31.0,7.2,236.6,20.4,8.0,05:58:08,1462179488,17:18:03,1462220283,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-03,1462244400,78.8,64.0,71.8,78.8,64.0,71.8,65.4,80.8,0.0,0.0,0.0,,,,,17.2,190.4,1018.7,53.8,6.9,226.7,19.7,8.0,05:58:29,1462265909,17:17:29,1462306649,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-04,1462330800,86.2,68.0,76.6,89.5,68.0,77.9,67.6,75.3,0.0,0.0,0.0,,,,,15.0,31.2,1017.2,32.4,7.2,231.5,19.8,8.0,05:58:52,1462352332,17:16:57,1462393017,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-05,1462417200,80.7,71.0,75.7,83.3,71.0,76.3,67.2,75.7,0.0,0.0,0.0,,,,,17.2,188.6,1018.6,21.3,7.0,221.5,19.2,8.0,05:59:14,1462438754,17:16:25,1462479385,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-06,1462503600,82.4,67.7,75.5,85.4,67.7,76.3,67.3,76.7,0.0,0.0,0.0,,,,,13.9,177.5,1019.1,30.8,7.2,209.4,18.0,8.0,05:59:37,1462525177,17:15:54,1462565754,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-07,1462590000,89.0,69.8,78.3,92.7,69.8,79.8,69.7,76.5,0.0,0.0,0.0,,,,,17.2,37.4,1017.9,25.6,7.2,217.6,18.7,8.0,05:59:59,1462611599,17:15:24,1462652124,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-08,1462676400,87.8,73.4,79.3,94.2,73.4,80.9,70.0,74.0,0.0,0.0,0.0,,,,,16.1,30.0,1016.2,22.8,7.0,212.4,18.4,8.0,06:00:22,1462698022,17:14:55,1462738495,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-09,1462762800,89.6,71.0,78.9,94.8,71.0,80.5,69.2,73.7,0.0,0.0,0.0,,,,,13.9,36.1,1016.5,19.0,7.2,153.2,13.2,6.0,06:00:45,1462784445,17:14:27,1462824867,0.05,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-10,1462849200,91.4,71.2,80.3,96.3,71.2,82.0,69.4,71.0,0.0,0.0,0.0,,,,,23.0,16.0,1015.6,9.1,7.2,218.8,18.9,8.0,06:01:09,1462870869,17:13:59,1462911239,0.09,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-11,1462935600,84.2,73.4,79.2,90.2,73.4,80.8,69.7,73.2,0.0,0.0,0.0,,,,,16.1,172.9,1015.8,30.8,6.9,212.8,18.5,8.0,06:01:32,1462957292,17:13:33,1462997613,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-12,1463022000,82.4,71.6,76.9,87.2,71.6,78.5,70.3,80.5,0.47,100.0,4.17,['rain'],,,,18.3,171.7,1016.9,57.6,6.2,139.8,12.0,6.0,06:01:56,1463043716,17:13:08,1463083988,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-13,1463108400,82.4,71.7,75.9,85.4,71.7,76.3,66.9,74.0,0.0,0.0,0.0,,,,,17.2,187.3,1018.8,84.6,7.2,196.3,16.9,7.0,06:02:20,1463130140,17:12:44,1463170364,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-14,1463194800,78.8,71.6,75.2,78.8,71.6,75.2,62.1,64.4,0.0,0.0,0.0,,,,,18.3,194.7,1021.3,80.9,7.2,101.4,8.7,4.0,06:02:44,1463216564,17:12:21,1463256741,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-15,1463281200,78.8,68.0,73.1,78.8,68.0,73.1,64.2,74.1,0.0,0.0,0.0,,,,,10.3,112.9,1020.6,50.2,7.2,197.2,17.1,7.0,06:03:08,1463302988,17:11:59,1463343119,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-16,1463367600,91.4,69.5,79.0,93.5,69.5,80.0,67.0,69.0,0.0,0.0,0.0,,,,23.0,15.0,356.7,1015.9,20.6,7.2,215.0,18.7,8.0,06:03:32,1463389412,17:11:37,1463429497,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-17,1463454000,84.2,73.0,77.9,88.3,73.0,79.1,71.3,80.9,0.0,0.0,0.0,,,,,16.1,147.3,1013.2,26.4,7.2,189.2,16.2,7.0,06:03:56,1463475836,17:11:17,1463515877,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-18,1463540400,80.6,73.2,76.6,85.3,73.2,77.2,71.4,84.3,0.0,0.0,0.0,,,,,16.1,185.3,1015.6,61.4,6.6,130.7,11.2,5.0,06:04:20,1463562260,17:10:58,1463602258,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-19,1463626800,78.8,73.4,75.8,78.8,73.4,75.8,69.9,82.2,0.0,0.0,0.0,,,,,16.1,195.5,1019.7,71.2,6.7,83.6,7.1,3.0,06:04:44,1463648684,17:10:40,1463688640,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-20,1463713200,80.6,73.1,75.9,85.3,73.1,76.3,71.1,85.2,0.17,100.0,8.33,['rain'],,,,12.8,184.3,1021.4,84.0,6.5,172.5,15.0,6.0,06:05:09,1463735109,17:10:23,1463775023,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-21,1463799600,82.4,73.1,77.4,88.5,73.1,78.9,73.1,87.1,0.08,100.0,4.17,['rain'],,,,6.9,64.8,1019.5,63.3,6.6,186.1,16.2,7.0,06:05:33,1463821533,17:10:08,1463861408,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-22,1463886000,89.6,73.4,79.8,93.5,73.4,81.7,70.9,75.5,0.0,0.0,0.0,,,,,17.2,28.1,1017.5,14.3,7.2,206.8,17.9,7.0,06:05:57,1463907957,17:09:53,1463947793,0.5,Clear,Clear conditions throughout the day.,clear-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-23,1463972400,91.4,71.6,79.3,97.0,71.6,81.2,70.0,74.6,0.0,0.0,0.0,,,,31.1,20.8,167.0,1017.0,41.7,7.0,193.1,16.7,7.0,06:06:22,1463994382,17:09:39,1464034179,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
2016-05-24,1464058800,80.6,71.3,74.1,81.5,71.3,74.1,60.8,63.7,0.0,0.0,0.0,,,,32.2,19.7,208.1,1022.8,71.9,7.2,188.6,16.2,7.0,06:06:46,1464080806,17:09:26,1464120566,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['83649099999', 'SBVT']",obs,-20.2963157,-40.3198376,MARUÍPE
